,phrase,count,count_no_rt,date,freq,freq_no_rt,odds,odds_no_rt,rank,rank_no_rt
3895,in the open,1104.0,143.0,2019-10-01,4.577318262750664e-06,2.21315108854378e-06,218468.53170289856,451844.4335664335,14624.0,17411.5
3896,in the open,1040.0,146.0,2019-10-02,4.4660510659014575e-06,2.3404435098772087e-06,223911.45673076922,427269.44520547945,15230.0,16245.5
3897,in the open,4048.0,403.0,2019-10-03,1.7007955366083233e-05,6.269204982204091e-06,58796.01506916997,159509.85856079406,1776.5,4015.5
3898,in the open,852.0,204.0,2019-10-04,3.6202896892071814e-06,3.215645540527001e-06,276220.9894366197,310979.5490196079,20505.0,10389.5
3899,in the open,468.0,147.0,2019-10-05,2.1825789199551118e-06,2.5657318687321306e-06,458173.58119658125,389752.34013605444,39770.0,14015.5
3900,in the open,370.0,145.0,2019-10-06,1.6084310932317914e-06,2.4291731838311818e-06,621723.8675675675,411662.7034482759,58487.0,15400.0
3901,in the open,569.0,140.0,2019-10-07,2.2997260529142148e-06,2.190490498700523e-06,434834.40070298774,456518.7571428571,37386.5,17630.0
3902,in the open,795.0,192.0,2019-10-08,3.238270422415146e-06,2.9677307965211708e-06,308806.82264150947,336957.78645833326,25046.0,11633.5
3903,in the open,704.0,176.0,2019-10-09,2.83008854301848e-06,2.6699803955172424e-06,353345.83522727265,374534.58522727276,30121.0,13512.5
3904,in the open,565.0,162.0,2019-10-10,2.277236741930712e-06,2.4395680591148905e-06,439128.69557522115,409908.6296296296,38458.5,15171.0
3905,in the open,397.0,155.0,2019-10-11,1.6556840113802128e-06,2.426147293750088e-06,603979.9823677582,412176.12903225806,57119.0,15217.5
3906,in the open,321.0,129.0,2019-10-12,1.437595793815049e-06,2.2367605492866637e-06,695605.8193146418,447075.12403100764,68758.0,17030.5
3907,in the open,346.0,131.0,2019-10-13,1.491453754458951e-06,2.1864203402116782e-06,670486.7630057803,457368.59541984735,64932.5,17657.5
3908,in the open,788.0,145.0,2019-10-14,3.140060597829841e-06,2.2498943713383938e-06,318465.1916243655,444465.3103448276,27381.5,17579.5
3909,in the open,1056.0,156.0,2019-10-15,4.3244031446289804e-06,2.3383881139972e-06,231245.78503787873,427645.00641025644,15095.0,16583.5
3910,in the open,567.0,173.0,2019-10-16,2.3011909608861903e-06,2.6015911180897253e-06,434557.5908289242,384380.15606936405,37466.0,14114.0
3911,in the open,1565.0,268.0,2019-10-17,6.2527546330744345e-06,4.080584167902883e-06,159929.51246006388,245062.9514925373,9673.5,7568.0
3912,in the open,436.0,162.0,2019-10-18,1.7919933081380168e-06,2.5761665506305063e-06,558037.7981651376,388173.6604938272,51763.5,13902.0
3913,in the open,1028.0,141.0,2019-10-20,4.465546400369744e-06,2.3646651012024675e-06,223936.76167315175,422892.86524822697,15759.0,15791.5
3914,in the open,1182.0,159.0,2019-10-21,4.981042308893304e-06,2.489720702661817e-06,200761.19373942472,401651.4779874214,13338.0,14675.0
3915,in the open,861.0,201.0,2019-10-22,3.30731415637092e-06,3.0458347671613133e-06,302360.14866434375,328317.21890547255,22066.0,11352.0
3916,in the open,798.0,290.0,2019-10-23,2.985872925955324e-06,4.3096752521490685e-06,334910.43483709276,232036.04482758619,27613.0,6976.5
3917,in the open,531.0,204.0,2019-10-24,1.994657503332806e-06,3.100604257612976e-06,501339.20150659134,322517.77941176464,45127.0,10925.5
3918,in the open,688.0,154.0,2019-10-25,2.741163271521469e-06,2.436928994108028e-06,364808.6235465117,410352.538961039,28642.5,14999.5
3919,in the open,382.0,127.0,2019-10-26,1.6189471196055201e-06,2.243832468683387e-06,617685.4005235604,445666.07086614164,57881.5,16971.5
3920,in the open,253.0,119.0,2019-10-27,1.0281067521845593e-06,2.0207505267833417e-06,972661.6403162054,494865.6386554622,101806.5,19952.0
3921,in the open,347.0,146.0,2019-10-28,1.339458764472427e-06,2.349418260705386e-06,746570.2017291067,425637.2808219178,73081.0,16208.0
3922,in the open,642.0,176.0,2019-10-29,2.2941082101898397e-06,2.6625687716173918e-06,435899.2289719625,375577.15340909094,39108.0,13646.5
3923,in the open,498.0,161.0,2019-10-30,1.8209602285283145e-06,2.425249370617661e-06,549160.8132530121,412328.7329192547,50878.5,15112.5
3924,in the open,779.0,207.0,2019-10-31,2.850610729443365e-06,3.1489251280985024e-06,350802.0192554557,317568.6811594203,30201.0,10909.0
3925,in the open,605.0,152.0,2019-11-01,2.307267210210261e-06,2.3909137350302257e-06,433413.17190082645,418250.1381578947,37785.5,15872.5
3926,in the open,339.0,127.0,2019-11-02,1.3590824642649112e-06,2.184068626119026e-06,735790.5250737462,457861.0708661417,72382.0,18002.0
3927,in the open,716.0,161.0,2019-11-03,2.7453541083685508e-06,2.648801177265441e-06,364251.7360335196,377529.2795031057,31299.5,13804.5
3928,in the open,419.0,155.0,2019-11-04,1.553360268229654e-06,2.4076467856035896e-06,643765.661097852,415343.31612903223,61619.0,15558.5
3929,in the open,522.0,163.0,2019-11-05,1.8842888264769757e-06,2.4872506279468584e-06,530704.203065134,402050.3558282208,49824.5,14770.5
3930,in the open,715.0,169.0,2019-11-06,2.657400182148987e-06,2.6246952732670417e-06,376307.6433566433,380996.6094674557,32715.5,13810.5
3931,in the open,928.0,138.0,2019-11-07,3.4049030751044566e-06,2.1304384729523392e-06,293694.1163793104,469386.9420289855,22962.5,18176.0
3932,in the open,518.0,130.0,2019-11-08,1.996093298603057e-06,2.1010855533268604e-06,500978.58687258686,475944.44615384616,44571.5,18367.5
3933,in the open,373.0,129.0,2019-11-09,1.4895777678002247e-06,2.200431356187764e-06,671331.179624665,454456.34883720934,65234.5,17359.5
3934,in the open,663.0,143.0,2019-11-10,2.507448881796931e-06,2.383886037311084e-06,398811.71945701353,419483.1398601398,33825.5,15958.5
3935,in the open,342.0,120.0,2019-11-11,1.2263952092269673e-06,1.859918127333994e-06,815397.8362573099,537658.075,83236.5,22590.0
3936,in the open,390.0,128.0,2019-11-12,1.3945682083203415e-06,1.963160586091164e-06,717067.8307692307,509382.6796874999,70424.0,20506.0
3937,in the open,485.0,146.0,2019-11-13,1.675508098349023e-06,2.1585032713595505e-06,596833.880412371,463283.98630136985,57866.5,18459.0
3938,in the open,493.0,138.0,2019-11-14,1.72152287072466e-06,2.036133941139971e-06,580881.0425963488,491126.8260869566,55324.5,19659.5
3939,in the open,437.0,124.0,2019-11-15,1.5213385344961912e-06,1.8415745402913864e-06,657315.894736842,543013.5887096773,64896.0,22669.5
3940,in the open,346.0,114.0,2019-11-16,1.3684800892040189e-06,1.9609187179410216e-06,730737.705202312,509965.0438596491,71252.0,20680.0
3941,in the open,347.0,120.0,2019-11-17,1.2971546266556094e-06,2.010183960477505e-06,770918.1152737753,497466.9083333333,78689.0,20196.5
3942,in the open,367.0,128.0,2019-11-18,1.3735133005021241e-06,2.0194976184127697e-06,728059.9318801089,495172.65624999994,72844.0,19978.5
3943,in the open,301.0,137.0,2019-11-19,1.0695316375275556e-06,2.058366870690388e-06,934988.7043189368,485822.0437956205,96153.0,19303.0
3944,in the open,1014.0,154.0,2019-11-20,3.5316497833432123e-06,2.242327813503674e-06,283153.7840236686,445965.1233766234,23324.0,17521.5
3945,in the open,376.0,146.0,2019-11-22,1.4520387245443225e-06,2.27323383160491e-06,688686.8670212766,439901.9520547945,65713.5,16778.0
3946,in the open,264.0,124.0,2019-11-23,1.0941745962135158e-06,2.1170846494614044e-06,913930.9242424243,472347.66935483867,89847.0,18232.5
3947,in the open,254.0,135.0,2019-11-24,9.957792719441395e-07,2.228712710561554e-06,1004238.6181102365,448689.5037037037,103424.0,17520.5
3948,in the open,348.0,122.0,2019-11-25,1.35944916963497e-06,1.9178603670633833e-06,735592.0488505746,521414.39344262285,70146.0,21851.0
3949,in the open,633.0,107.0,2019-11-27,2.4382068445419576e-06,1.670304835159411e-06,410137.47551342816,598693.1121495328,35075.0,25591.5
3950,in the open,373.0,88.0,2019-11-28,1.567965138813131e-06,1.4805604432744127e-06,637769.2815013404,675419.9090909092,59971.0,30447.0
3951,in the open,198.0,87.0,2019-11-30,7.740911867454757e-07,1.4750093489313819e-06,1291837.46969697,677961.8045977012,135917.5,30796.5
3952,in the open,224.0,96.0,2019-12-01,8.901256266087032e-07,1.5947796747921964e-06,1123436.9285714286,627045.8645833334,117464.5,27491.0
3953,in the open,403.0,91.0,2019-12-02,1.5518393653566924e-06,1.4158038120346497e-06,644396.5930521092,706312.5494505495,60618.0,32398.5
3954,in the open,522.0,128.0,2019-12-03,1.8988992430311001e-06,1.884913096670713e-06,526620.8850574712,530528.4375000001,48379.5,21537.0
3955,in the open,348.0,139.0,2019-12-04,1.1200298386248137e-06,1.9447240315578625e-06,892833.3563218388,514211.77697841724,93997.0,20535.0
3956,in the open,278.0,126.0,2019-12-05,9.811384912943776e-07,1.7781101934400436e-06,1019224.1043165467,562394.8412698412,103117.0,23636.5
3957,in the open,444.0,192.0,2019-12-06,1.6161597689537994e-06,2.8573119147644807e-06,618750.7072072072,349979.2916666667,58705.5,12517.0
3958,in the open,423.0,140.0,2019-12-07,1.7191596835253806e-06,2.373019594378744e-06,581679.5319148935,421404.0214285714,55750.5,15860.0
3959,in the open,701.0,138.0,2019-12-08,2.732340341607012e-06,2.2569025647735125e-06,365986.6176890157,443085.1449275362,31879.0,17288.5
3960,in the open,404.0,134.0,2019-12-09,1.4257544694746975e-06,1.99969228615716e-06,701383.0371287129,500076.94029850746,71279.0,20096.0
3961,in the open,555.0,164.0,2019-12-10,1.976287470276904e-06,2.427983456845888e-06,505999.2612612611,411864.4207317073,47132.5,15126.5
3962,in the open,478.0,121.0,2019-12-11,1.7167766720650552e-06,1.8017190871871673e-06,582486.9456066946,555025.4793388429,55939.5,22791.5
3963,in the open,323.0,141.0,2019-12-12,1.1103928240819051e-06,1.98032069650435e-06,900582.1888544894,504968.7163120569,91452.5,20604.0
3964,in the open,660.0,166.0,2019-12-13,2.5176537019288213e-06,2.503111435369595e-06,397195.2136363637,399502.7891566265,34599.5,15147.5
3965,in the open,372.0,116.0,2019-12-14,1.5231009332702704e-06,1.9830617464739328e-06,656555.3064516129,504270.7327586206,62591.0,20105.0
3966,in the open,572.0,127.0,2019-12-15,2.2483662052399467e-06,2.105052914317302e-06,444767.40384615393,475047.4409448819,39888.0,18540.0
3967,in the open,372.0,129.0,2019-12-16,1.411261563017023e-06,2.0092183248249687e-06,708585.8682795698,497705.992248062,68940.5,19674.5
3968,in the open,312.0,149.0,2019-12-17,1.200012152430759e-06,2.2895883658178286e-06,833324.8942307692,436759.7315436242,83202.0,16461.5
3969,in the open,485.0,148.0,2019-12-18,1.7464277315871652e-06,2.1072322960344727e-06,572597.4123711339,474556.1283783782,53797.5,19060.0
3970,in the open,324.0,145.0,2019-12-19,1.1721803400900364e-06,2.1127187621927553e-06,853111.0493827161,473323.7655172413,87288.0,18920.0
3971,in the open,364.0,140.0,2019-12-20,1.427994822420311e-06,2.208460219889444e-06,700282.6510989012,452804.17142857134,67046.0,17721.0
3972,in the open,849.0,118.0,2019-12-21,3.5614778424879333e-06,2.099461116369945e-06,280782.3168433451,476312.7033898305,21856.0,18516.5
3973,in the open,301.0,101.0,2019-12-23,1.2215522348661357e-06,1.6936083990366757e-06,818630.5681063122,590455.2673267326,80673.5,25486.0
3974,in the open,279.0,84.0,2019-12-24,1.201040948647402e-06,1.477907421732618e-06,832611.0788530466,676632.369047619,83837.5,31115.5
3975,in the open,760.0,55.0,2019-12-25,3.540572713165748e-06,1.1037010628480697e-06,282440.18157894735,906042.4363636364,24877.0,46195.5
3976,in the open,885.0,85.0,2019-12-26,3.985570325949083e-06,1.572344378787454e-06,250905.1197740113,635992.9882352941,19317.5,27923.5
3977,in the open,302.0,96.0,2019-12-27,1.2607026295672831e-06,1.6394853935428424e-06,793208.4668874171,609947.4895833333,79564.0,25995.5
3978,in the open,259.0,100.0,2019-12-28,1.048265430941696e-06,1.729272080210556e-06,953956.8610038611,578278.0000000001,94485.5,24339.0
3979,in the open,221.0,99.0,2019-12-29,8.473375773392517e-07,1.596387121167863e-06,1180167.180995475,626414.4747474747,124304.5,27435.5
3980,in the open,311.0,126.0,2019-12-30,1.189377882589717e-06,1.9746710820938943e-06,840775.6816720258,506413.45238095237,83445.5,20747.0
3981,in the open,521.0,112.0,2019-12-31,1.8625027473256095e-06,1.6142883195905751e-06,536911.9596928983,619468.0267857142,50804.5,29069.5
3982,in the open,253.0,87.0,2020-01-01,1.023227010475256e-06,1.4564875840962539e-06,977300.2371541504,686583.264367816,100208.0,32159.0
3983,in the open,482.0,127.0,2020-01-02,1.8125223249070443e-06,2.003152488831794e-06,551717.3423236513,499213.1181102362,50122.5,20375.5
3984,in the open,326.0,125.0,2020-01-03,1.0674136868583015e-06,1.866209388633686e-06,936843.8987730063,535845.552,94789.0,22638.0
3985,in the open,276.0,133.0,2020-01-04,9.33523235410241e-07,2.07701233799987e-06,1071210.615942029,481460.7894736842,111438.0,18962.5
3986,in the open,546.0,135.0,2020-01-05,1.777444153608065e-06,2.064568192656817e-06,562605.5805860806,484362.7851851853,54871.0,19396.5
3987,in the open,403.0,124.0,2020-01-06,1.3909866728220758e-06,1.8761143022033416e-06,718914.1488833749,533016.5645161291,72991.5,22231.0
3988,in the open,1078.0,131.0,2020-01-07,3.5977084346064898e-06,1.904342797054508e-06,277954.70871985157,525115.5419847327,21409.0,21340.5
3989,in the open,1513.0,108.0,2020-01-08,5.260978012057084e-06,1.604833449270167e-06,190078.72637144747,623117.6203703703,12638.5,26639.0
3990,in the open,466.0,118.0,2020-01-09,1.6146957157725559e-06,1.695923186062478e-06,619311.7317596567,589649.3474576271,58777.5,24696.5
3991,in the open,277.0,137.0,2020-01-10,1.0285377909829488e-06,2.0527966717483125e-06,972254.0180505415,487140.306569343,94355.5,19276.5
3992,in the open,398.0,134.0,2020-01-11,1.4683164030303336e-06,2.1234422926508516e-06,681052.1206030151,470933.4477611941,63040.0,18219.5
3993,in the open,424.0,131.0,2020-01-12,1.6052695426072554e-06,2.0921631735873053e-06,622948.341981132,477974.1908396947,58118.0,18735.5
3994,in the open,384.0,118.0,2020-01-13,1.3377871146337865e-06,1.7263442666080646e-06,747503.0885416666,579258.7372881356,74216.0,24199.0
3995,in the open,444.0,135.0,2020-01-14,1.5983879839584918e-06,1.977621180129472e-06,625630.3288288288,505658.0148148147,58271.5,20154.0
3996,in the open,371.0,155.0,2020-01-15,1.3298186215218454e-06,2.27115092082129e-06,751982.2506738545,440305.39354838716,72268.0,16941.5
3997,in the open,653.0,152.0,2020-01-16,2.366613915821021e-06,2.2002797713631386e-06,422544.62940275663,454487.65789473685,35864.5,17515.0
3998,in the open,291.0,121.0,2020-01-17,1.0747272758584524e-06,1.8400170558936355e-06,930468.615120275,543473.2231404958,90964.0,22189.0
3999,in the open,241.0,111.0,2020-01-18,9.220174652680134e-07,1.823662064576038e-06,1084578.153526971,548347.2072072072,111558.0,22305.0
4000,in the open,484.0,135.0,2020-01-19,1.8620733707614956e-06,2.1903426236147847e-06,537035.7665289255,456549.5777777778,48628.0,17732.0
4001,in the open,484.0,133.0,2020-01-20,1.8186918854199157e-06,2.071305743665417e-06,549845.7479338844,482787.2481203009,48934.5,18963.0
4002,in the open,406.0,136.0,2020-01-22,1.4584107275865281e-06,1.966343998291594e-06,685677.896551724,508558.0147058824,65186.0,20306.0
4003,in the open,460.0,137.0,2020-01-23,1.670421520049158e-06,2.008162668212024e-06,598651.2913043478,497967.6277372262,53438.5,19701.0
4004,in the open,416.0,126.0,2020-01-24,1.5337336287161742e-06,1.8741768960902637e-06,652003.6995192309,533567.5634920633,60374.0,21970.5
4005,in the open,324.0,116.0,2020-01-25,1.2428557992248085e-06,1.903625168589804e-06,804598.5709876544,525313.5,80677.5,21469.0
4006,in the open,539.0,133.0,2020-01-26,1.6091988950219338e-06,1.993674475619767e-06,621427.2226345083,501586.3984962406,61451.0,22276.5
4007,in the open,395.0,129.0,2020-01-27,1.2893561773909678e-06,1.9498457354606503e-06,775580.8810126582,512861.0852713178,76632.5,21182.5
4008,in the open,424.0,145.0,2020-01-28,1.4631274726552348e-06,2.1088970132651517e-06,683467.4481132075,474181.52413793094,65621.5,18684.0
4009,in the open,1092.0,159.0,2020-01-29,3.6917689998607306e-06,2.287077441405903e-06,270872.85256410256,437239.23899371066,21758.0,16526.5
4010,in the open,1982.0,162.0,2020-01-30,6.810023900263345e-06,2.323670821562219e-06,146842.36276488396,430353.55555555556,8381.5,16469.0
4011,in the open,622.0,184.0,2020-01-31,2.1819809584906326e-06,2.573426681402518e-06,458299.1414790997,388586.9402173913,40691.0,14393.5
4012,in the open,319.0,123.0,2020-02-01,1.1631421884407973e-06,1.918841760904548e-06,859740.1159874607,521147.7154471543,86962.0,21089.0
4013,in the open,354.0,110.0,2020-02-02,1.265627478297027e-06,1.6585012118517585e-06,790121.9096045198,602954.0363636363,79322.0,26561.0
4014,in the open,664.0,119.0,2020-02-03,2.4773729939756667e-06,1.8167291010812198e-06,403653.3870481928,550439.7983193276,33403.0,22845.0
4015,in the open,750.0,183.0,2020-02-04,2.588622500880417e-06,2.5896299584355903e-06,386305.8439999999,386155.5573770492,32288.5,14021.0
4016,in the open,703.0,148.0,2020-02-05,2.318868543619339e-06,1.993225430792917e-06,431244.79943101,501699.39864864864,38683.0,20232.5
4017,in the open,495.0,163.0,2020-02-06,1.7872268328040955e-06,2.3344631800948263e-06,559526.0666666668,428364.00613496924,50683.0,16005.5
4018,in the open,444.0,138.0,2020-02-07,1.6881992937821291e-06,2.084604457406992e-06,592347.1261261262,479707.3115942028,53752.0,18674.0
4019,in the open,359.0,110.0,2020-02-08,1.4535818163020634e-06,1.78172088807772e-06,687955.7715877438,561255.1363636364,62946.5,23071.0
4020,in the open,1041.0,154.0,2020-02-09,3.970913565463913e-06,2.411217333759169e-06,251831.21805955813,414728.2727272727,18492.5,15740.0
4021,in the open,816.0,152.0,2020-02-10,2.9944118000756452e-06,2.297953705485122e-06,333955.40318627446,435169.77631578944,26737.5,16689.5
4022,in the open,559.0,185.0,2020-02-11,2.01670499885322e-06,2.6647822478947827e-06,495858.343470483,375265.18378378375,43182.5,13514.5
4023,in the open,568.0,174.0,2020-02-12,2.089590416549733e-06,2.4686372057137944e-06,478562.68485915486,405081.7988505747,40581.0,14982.0
4024,in the open,1981.0,210.0,2020-02-13,7.278414529846387e-06,3.029928464687489e-06,137392.55931347804,330040.7952380953,7862.5,11400.0
4025,in the open,875.0,163.0,2020-02-14,3.372351582459985e-06,2.473208701215541e-06,296528.98742857145,404333.04294478527,20989.5,15078.5
4026,in the open,441.0,132.0,2020-02-15,1.804982887329702e-06,2.2248305926341925e-06,554021.873015873,449472.42424242425,49786.0,17453.0
4027,in the open,412.0,128.0,2020-02-16,1.617258732003836e-06,2.0952052079992056e-06,618330.2524271844,477280.21874999994,57605.5,19073.0
4028,in the open,371.0,122.0,2020-02-17,1.4155982797954957e-06,1.8651166874329063e-06,706415.0997304581,536159.4836065575,66244.5,22244.5
4029,in the open,321.0,168.0,2020-02-18,1.1869795311998826e-06,2.4789430754694445e-06,842474.5109034268,403397.7261904762,80686.0,15146.0
4030,in the open,499.0,190.0,2020-02-19,1.7895563756449684e-06,2.710991085547892e-06,558797.7074148296,368868.7894736842,50146.5,13645.0
4031,in the open,675.0,162.0,2020-02-20,2.413055250939604e-06,2.3361974441019334e-06,414412.3925925925,428046.01234567905,34178.5,16606.0
4032,in the open,615.0,153.0,2020-02-21,2.237345505608525e-06,2.2400198878628475e-06,446958.23577235773,446424.6078431373,39560.5,17442.0
4033,in the open,446.0,118.0,2020-02-22,1.8048980043234677e-06,1.9015023705772225e-06,554047.928251121,525899.9491525423,50393.5,22044.5
4034,in the open,312.0,113.0,2020-02-23,1.2546258547867486e-06,1.7938107844888581e-06,797050.3685897435,557472.3982300884,77434.0,24203.0
4035,in the open,374.0,118.0,2020-02-24,1.3740738439187463e-06,1.7551749585916298e-06,727762.9251336899,569743.7711864407,70570.0,24183.0
4036,in the open,410.0,151.0,2020-02-25,1.4512964657872716e-06,2.151911682808332e-06,689039.0926829269,464703.08609271527,66207.5,18444.0
4037,in the open,683.0,134.0,2020-02-26,2.471625351941085e-06,1.972195777873238e-06,404592.06295754027,507049.05223880603,34170.5,20602.0
4038,in the open,521.0,110.0,2020-02-27,1.868809936989719e-06,1.5987763489061368e-06,535099.8944337812,625478.3545454546,49181.5,27033.5
4039,in the open,551.0,114.0,2020-02-28,2.055584328347446e-06,1.703977088503434e-06,486479.67695099814,586862.3508771929,43193.0,24898.0
4040,in the open,463.0,114.0,2020-02-29,1.8285312837058938e-06,1.8345222324783817e-06,546887.0064794816,545101.0526315789,48350.5,22683.5
4041,in the open,457.0,105.0,2020-03-01,1.7739832255018726e-06,1.6672886976753994e-06,563703.1881838075,599776.1523809524,52109.0,26427.5
4042,in the open,378.0,146.0,2020-03-02,1.39482768962926e-06,2.1620881980934826e-06,716934.4338624338,462515.8219178082,68325.0,18616.0
4043,in the open,387.0,128.0,2020-03-03,1.4111161046713855e-06,1.8455536330718136e-06,708658.9095607236,541842.828125,65981.5,22826.5
4044,in the open,882.0,141.0,2020-03-04,3.294970807604667e-06,2.0004499735557543e-06,303492.8253968254,499887.53191489354,23320.0,20474.0
4045,in the open,1053.0,174.0,2020-03-05,3.9624702811906636e-06,2.4769190293176397e-06,252367.8233618234,403727.36781609186,17657.0,15552.5
4046,in the open,450.0,135.0,2020-03-06,1.7675002864430603e-06,2.0039534587598404e-06,565770.7711111112,499013.58518518513,51710.5,19964.5
4047,in the open,337.0,105.0,2020-03-07,1.413000948773533e-06,1.7095033194402813e-06,707713.6083086054,584965.2285714286,66413.5,24767.0
4048,in the open,380.0,112.0,2020-03-08,1.5081815096288082e-06,1.7504871277460181e-06,663050.1657894737,571269.5535714285,61717.5,24597.0
4049,in the open,381.0,114.0,2020-03-09,1.4401342214166072e-06,1.691013628724341e-06,694379.7217847769,591361.2894736842,65112.0,25590.5
4050,in the open,348.0,122.0,2020-03-10,1.2665369832274799e-06,1.7187805145177925e-06,789554.5201149426,581807.8524590164,77935.0,24960.5
4051,in the open,312.0,148.0,2020-03-11,1.0837592243671397e-06,1.970932947236447e-06,922714.1762820513,507373.9324324325,90234.0,21482.0
4052,in the open,333.0,123.0,2020-03-12,1.0213747510916632e-06,1.5695661981898639e-06,979072.5675675676,637118.7154471545,99923.0,29903.0
4053,in the open,283.0,112.0,2020-03-13,8.894662128763006e-07,1.472708521752911e-06,1124269.7985865725,679020.9910714284,112428.0,32167.5
4054,in the open,232.0,107.0,2020-03-14,8.120070502512137e-07,1.5623621525682562e-06,1231516.400862069,640056.4672897196,124186.5,29562.0
4055,in the open,303.0,132.0,2020-03-15,9.828525032372585e-07,1.7746898890754285e-06,1017446.6633663364,563478.7272727273,104042.0,26084.0
4056,in the open,600.0,151.0,2020-03-16,1.8778671686714718e-06,1.873606133198804e-06,532519.0283333333,533730.105960265,48426.0,24230.0
4057,in the open,354.0,138.0,2020-03-17,1.0512771819482868e-06,1.6552099351937334e-06,951223.918079096,604152.9710144928,93099.0,28025.5
4058,in the open,326.0,131.0,2020-03-18,9.899170631087129e-07,1.5420290493788775e-06,1010185.6380368097,648496.2137404581,97819.5,30727.0
4059,in the open,301.0,145.0,2020-03-19,9.06491370549992e-07,1.7310661476428944e-06,1103154.4617940201,577678.675862069,109252.5,26120.0
4060,in the open,282.0,172.0,2020-03-20,8.575548197012127e-07,2.0323423655590755e-06,1166106.209219858,492043.0813953488,115784.5,21434.0
4061,in the open,242.0,136.0,2020-03-21,7.808093831347755e-07,1.7453091863989696e-06,1280722.3140495867,572964.3823529412,130274.5,25918.5
4062,in the open,356.0,145.0,2020-03-22,1.0626926768540169e-06,1.7809137143620743e-06,941005.8258426966,561509.5172413792,97770.5,25606.5
4063,in the open,357.0,167.0,2020-03-23,1.0077449148648204e-06,1.8936689035583344e-06,992314.6078431372,528075.4191616767,103813.5,23807.0
4064,in the open,324.0,139.0,2020-03-24,9.39937222405207e-07,1.5623489811275998e-06,1063900.8395061728,640061.8633093525,108655.0,29885.5
4065,in the open,502.0,138.0,2020-03-26,1.533984738220829e-06,1.564837422746783e-06,651896.96812749,639044.0217391304,62416.5,29296.5
4066,in the open,396.0,143.0,2020-03-27,1.2417581750459587e-06,1.629381239511784e-06,805309.7777777779,613729.9090909092,77905.0,28055.5
4067,in the open,382.0,130.0,2020-03-28,1.2807406806326028e-06,1.6134096082240601e-06,780798.1858638744,619805.4076923077,75953.5,28208.0
4068,in the open,425.0,150.0,2020-03-29,1.4114937772221106e-06,1.835468123480164e-06,708469.294117647,544820.1399999999,68532.5,24230.0
4069,in the open,654.0,137.0,2020-03-30,2.10012430616501e-06,1.5912279251534236e-06,476162.2905198777,628445.4817518248,42308.5,28479.5
4070,in the open,2730.0,127.0,2020-03-31,8.36588200260522e-06,1.3930738081436372e-06,119533.12271062272,717837.0551181104,5861.5,33308.5
4071,in the open,866.0,145.0,2020-04-01,2.4498261530093357e-06,1.4648593723384703e-06,408192.2297921477,682659.3862068966,34099.5,31575.0
4072,in the open,495.0,163.0,2020-04-02,1.4311828271268102e-06,1.6687364458673774e-06,698722.7494949496,599255.8036809815,63782.5,26593.0
4073,in the open,882.0,161.0,2020-04-03,2.6119049115583684e-06,1.656112668657074e-06,382862.32993197266,603823.6521739131,29595.0,26730.5
4074,in the open,466.0,147.0,2020-04-04,1.428888898598792e-06,1.608881445860384e-06,699844.4742489271,621549.836734694,65327.5,27813.5
4075,in the open,1327.0,155.0,2020-04-05,4.0447479210376685e-06,1.6773424644827062e-06,247234.1959306707,596181.1741935484,17012.0,26246.5
4076,in the open,453.0,148.0,2020-04-06,1.3377021326613026e-06,1.5519767065913371e-06,747550.5761589403,644339.5675675677,68793.0,28799.5
4077,in the open,456.0,178.0,2020-04-07,1.3162022604780899e-06,1.8631035864241626e-06,759761.6491228071,536738.8089887641,69437.5,22622.0
4078,in the open,452.0,173.0,2020-04-08,1.3045948143966668e-06,1.7337344814103024e-06,766521.5199115044,576789.5895953758,69850.5,25615.5
4079,in the open,349.0,154.0,2020-04-09,1.0656697551048458e-06,1.613993026082861e-06,938377.0114613181,619581.3636363636,86153.5,27425.0
4080,in the open,409.0,149.0,2020-04-10,1.2685231125066174e-06,1.6004846052554566e-06,788318.3129584353,624810.7583892617,72089.5,27396.5
4081,in the open,411.0,150.0,2020-04-11,1.3261936573804178e-06,1.6847061254791583e-06,754037.6885644768,593575.3333333334,69031.0,25763.5
4082,in the open,444.0,170.0,2020-04-12,1.4274463409015713e-06,1.9002313911765038e-06,700551.7274774775,526251.7,62236.5,22342.5
4083,in the open,829.0,179.0,2020-04-13,2.50002452527075e-06,1.8507774397426411e-06,399996.07599517494,540313.4804469275,30864.0,22813.0
4084,in the open,380.0,160.0,2020-04-14,1.153499100058215e-06,1.6526156464278402e-06,866927.4210526317,605101.375,78017.5,26456.5
4085,in the open,419.0,181.0,2020-04-15,1.3060196966347523e-06,1.89332062946572e-06,765685.2362768499,528172.5580110496,67905.5,22272.5
4086,in the open,479.0,195.0,2020-04-16,1.4614230551166125e-06,1.9962894609480994e-06,684264.5574112735,500929.35897435894,59054.5,20527.0
4087,in the open,651.0,175.0,2020-04-17,1.96558929476664e-06,1.7952436404648122e-06,508753.2795698924,557027.4571428571,41120.5,23405.0
4088,in the open,560.0,168.0,2020-04-18,1.73491428058071e-06,1.8055483727688743e-06,576397.3535714286,553848.3571428572,50706.5,23510.0
4089,in the open,450.0,139.0,2020-04-19,1.3562158205547086e-06,1.4928176034426481e-06,737345.7711111112,669874.2014388489,67863.0,29736.5
4090,in the open,616.0,180.0,2020-04-20,1.8509410657630318e-06,1.9125353591927885e-06,540265.7159090908,522866.1499999998,45056.0,21491.5
