,phrase,count,count_no_rt,date,freq,freq_no_rt,odds,odds_no_rt,rank,rank_no_rt
664,in the open,3.0,3.0,2010-08-21,1.9342924715983e-07,2.3717616164535745e-07,5169849.0,4216275.333333333,511801.5,392541.0
665,in the open,11.0,10.0,2010-08-22,6.969509157744956e-07,7.788050995846399e-07,1434821.2727272727,1284018.3,98205.0,82050.5
666,in the open,13.0,11.0,2010-08-23,7.387446568872029e-07,7.655775189692709e-07,1353647.6923076923,1306203.4545454546,88315.5,80648.5
667,in the open,11.0,9.0,2010-08-24,6.166004998275759e-07,6.165438865186582e-07,1621795.6363636367,1621944.5555555557,110310.5,106672.5
668,in the open,13.0,13.0,2010-08-25,7.301097602083666e-07,8.962460733218912e-07,1369657.076923077,1115765.0,88445.5,65385.5
669,in the open,15.0,14.0,2010-08-26,8.441735060197168e-07,9.667857976956523e-07,1184590.6,1034355.2857142857,73756.0,59005.0
670,in the open,15.0,13.0,2010-08-27,8.691927997690962e-07,9.273939694423687e-07,1150492.7333333332,1078290.3846153845,70774.5,62140.5
671,in the open,7.0,5.0,2010-08-28,4.4272714100157395e-07,3.9125896178651966e-07,2258727.571428572,2555852.0000000005,172365.0,195929.0
672,in the open,17.0,15.0,2010-08-29,1.0421904439964253e-06,1.1398836315598213e-06,959517.5294117646,877282.5333333333,58710.0,49844.0
673,in the open,15.0,15.0,2010-08-30,8.421790675943587e-07,1.037378475434013e-06,1187395.9333333333,963968.3333333335,75014.5,54837.5
674,in the open,17.0,14.0,2010-08-31,9.338551496178776e-07,9.488746989949181e-07,1070829.882352941,1053879.9285714286,64518.5,60737.0
675,in the open,24.0,22.0,2010-09-01,7.609977009625289e-07,8.582293643723165e-07,1314064.4166666667,1165189.6818181819,82094.0,67045.0
676,in the open,18.0,16.0,2010-09-02,6.308714858705815e-07,6.961617946146054e-07,1585108.8888888892,1436447.6875000002,103839.0,87955.5
677,in the open,14.0,14.0,2010-09-03,4.088963102920165e-07,5.057267777849542e-07,2445607.785714286,1977352.285714286,174703.0,128661.5
678,in the open,29.0,29.0,2010-09-04,9.250954371517752e-07,1.152228724235669e-06,1080969.5517241382,867883.2413793104,66497.0,47152.0
679,in the open,30.0,26.0,2010-09-05,9.852789472491504e-07,1.067712784275449e-06,1014941.0000000001,936581.4615384615,62282.0,53082.5
680,in the open,25.0,22.0,2010-09-06,7.325744135902986e-07,8.050243766870063e-07,1365049.04,1242198.4090909092,88813.0,74707.5
681,in the open,25.0,24.0,2010-09-07,6.798954190305611e-07,8.194836890820155e-07,1470814.44,1220280.5416666665,94482.0,70736.0
682,in the open,27.0,23.0,2010-09-08,7.334336489470363e-07,7.842910726500073e-07,1363449.8518518521,1275036.8260869565,85724.0,74653.0
683,in the open,26.0,22.0,2010-09-09,7.097834447979985e-07,7.523822473903964e-07,1408880.4230769232,1329111.6363636362,88936.0,78144.0
684,in the open,24.0,22.0,2010-09-10,7.536651915868732e-07,8.580772252341166e-07,1326849.125,1165396.2727272727,83072.5,66134.0
685,in the open,21.0,20.0,2010-09-11,6.444234996578111e-07,7.732322461043594e-07,1551774.5714285714,1293272.4999999998,104983.0,78428.5
686,in the open,38.0,31.0,2010-09-12,1.011746941109592e-06,1.0455627933984109e-06,988389.447368421,956422.7096774194,59617.0,53783.0
687,in the open,26.0,25.0,2010-09-13,7.251045126600459e-07,8.753840397320707e-07,1379111.5384615385,1142355.7600000002,87374.0,65529.5
688,in the open,23.0,18.0,2010-09-14,6.375786117102733e-07,6.223936832296921e-07,1568434.043478261,1606700.1111111112,101815.0,100392.5
689,in the open,36.0,35.0,2010-09-15,9.751193424185205e-07,1.1847521451122342e-06,1025515.4999999998,844058.3999999998,59777.0,43818.5
690,in the open,23.0,22.0,2010-09-16,6.299552657810025e-07,7.60405728993541e-07,1587414.304347826,1315087.4090909092,102980.5,77284.5
691,in the open,50.0,32.0,2010-09-17,1.437020080200091e-06,1.1487022321151011e-06,695884.4999999999,870547.625,35773.5,45583.0
692,in the open,22.0,17.0,2010-09-18,6.947383924688336e-07,6.711785923718815e-07,1439390.7272727275,1489916.411764706,95403.5,93407.5
693,in the open,28.0,23.0,2010-09-19,8.188551936475554e-07,8.408095621542695e-07,1221217.1428571427,1189329.9565217393,78290.5,71296.5
694,in the open,38.0,35.0,2010-09-20,1.0306038630775506e-06,1.1831784344297893e-06,970304.9210526317,845181.0571428572,55999.5,44327.5
695,in the open,24.0,20.0,2010-09-21,6.781406941888937e-07,7.083344651927808e-07,1474620.25,1411762.45,95091.0,85613.5
696,in the open,35.0,32.0,2010-09-22,9.655915852721241e-07,1.096467370587297e-06,1035634.5428571427,912019.84375,59566.0,47936.5
697,in the open,43.0,41.0,2010-09-24,1.189380294419198e-06,1.4107878334758344e-06,840773.9767441861,708823.8048780487,46732.5,35004.0
698,in the open,23.0,21.0,2010-09-25,6.984162439957839e-07,7.951789135515944e-07,1431810.9130434783,1257578.619047619,93437.5,74862.5
699,in the open,19.0,17.0,2010-09-26,5.981184892244704e-07,6.674400857684067e-07,1671909.5263157897,1498261.8235294118,114456.5,94629.0
700,in the open,21.0,19.0,2010-09-27,5.667286406924496e-07,6.359091894902285e-07,1764512.9047619046,1572551.5789473683,117966.0,97555.5
701,in the open,28.0,24.0,2010-09-28,8.221226631677127e-07,8.729548123670927e-07,1216363.4999999998,1145534.6666666665,73251.0,65230.5
702,in the open,30.0,27.0,2010-09-29,8.808922404815849e-07,9.788224512143108e-07,1135212.6333333333,1021635.7407407407,68270.0,56704.5
703,in the open,18.0,17.0,2010-09-30,5.297214024456532e-07,6.227582078249644e-07,1887784.7777777775,1605759.6470588231,126540.5,99694.5
704,in the open,16.0,14.0,2010-10-01,4.92342716811116e-07,5.339002438665635e-07,2031105.4999999998,1873009.0714285714,138763.0,120791.0
705,in the open,27.0,26.0,2010-10-02,8.287087039490026e-07,9.909215578110115e-07,1206696.6296296297,1009161.6153846155,75762.0,57050.5
706,in the open,22.0,22.0,2010-10-03,6.295911323577132e-07,7.849935214841488e-07,1588332.409090909,1273895.8636363635,106780.5,76860.5
707,in the open,17.0,15.0,2010-10-04,5.168521152324831e-07,5.63320744241341e-07,1934789.4117647058,1775187.6,132727.5,115292.5
708,in the open,19.0,16.0,2010-10-05,5.86196781199645e-07,6.104587066844733e-07,1705911.789473684,1638112.4374999998,112288.5,102251.5
709,in the open,12.0,12.0,2010-10-06,4.52231741030398e-07,5.594387859283244e-07,2211255.6666666665,1787505.6666666665,155534.5,116088.5
710,in the open,13.0,12.0,2010-10-07,3.9633613462697037e-07,4.518862409526726e-07,2523110.8461538465,2212946.3333333335,182055.0,149689.5
711,in the open,32.0,30.0,2010-10-08,8.897229794676124e-07,1.0290560139885758e-06,1123945.3437500002,971764.4,65736.5,52268.5
712,in the open,15.0,13.0,2010-10-09,4.588434691294856e-07,4.959578670820709e-07,2179392.4666666663,2016300.3076923075,155770.5,134639.0
713,in the open,21.0,19.0,2010-10-10,6.534933404516392e-07,7.398517936674839e-07,1530237.4761904762,1351622.0526315789,101907.5,82233.0
714,in the open,24.0,23.0,2010-10-11,6.994466823014372e-07,8.324996271849495e-07,1429701.5416666667,1201201.7391304348,91840.5,69617.5
715,in the open,27.0,23.0,2010-10-12,7.951152360511609e-07,8.495063020255666e-07,1257679.3333333333,1177154.304347826,77031.0,67354.0
716,in the open,35.0,28.0,2010-10-13,1.109541233548e-06,1.111463780332839e-06,901273.4,899714.4285714285,51747.0,47944.0
717,in the open,30.0,28.0,2010-10-14,8.315031487084068e-07,9.653600541318757e-07,1202641.2666666666,1035882.9285714284,71475.5,56298.5
718,in the open,11.0,11.0,2010-10-15,3.452456581356778e-07,4.286362528462909e-07,2896488.272727273,2332980.454545454,214018.5,158858.0
719,in the open,15.0,13.0,2010-10-16,4.664271345664672e-07,5.050639459519416e-07,2143957.5999999996,1979947.3076923077,152919.0,131414.0
720,in the open,26.0,21.0,2010-10-17,8.265827748733462e-07,8.403195567210298e-07,1209800.1923076923,1190023.4761904762,77549.5,70558.5
721,in the open,19.0,16.0,2010-10-18,6.12768278418169e-07,6.444708489521849e-07,1631938.2631578946,1551660.5625000002,108437.5,96780.0
722,in the open,15.0,15.0,2010-10-19,5.020406110021665e-07,6.278510454368686e-07,1991870.7333333334,1592734.4666666666,136461.0,98736.0
723,in the open,15.0,14.0,2010-10-20,4.7285787893924105e-07,5.499227751302925e-07,2114800.3333333335,1818437.1428571427,147871.5,118745.5
724,in the open,21.0,18.0,2010-10-22,7.804085059473073e-07,8.344401641269629e-07,1281380.1904761908,1198408.277777778,79651.0,69265.5
725,in the open,17.0,16.0,2010-10-23,5.283894152908002e-07,6.206868326525498e-07,1892543.5882352942,1611118.4375,132386.5,103294.0
726,in the open,17.0,17.0,2010-10-24,6.745120887048468e-07,8.536470362328979e-07,1482553.1176470586,1171444.3529411764,103535.5,72242.0
727,in the open,25.0,25.0,2010-10-25,8.708799583593973e-07,1.080630510729321e-06,1148263.8800000001,925385.68,70807.0,51248.5
728,in the open,28.0,27.0,2010-10-26,7.96310216978608e-07,9.59907541705583e-07,1255792.0,1041767.0,77855.0,58234.0
729,in the open,25.0,22.0,2010-10-27,8.269163795364921e-07,9.051018037938412e-07,1209312.12,1104848.0909090908,73606.0,62028.5
730,in the open,31.0,27.0,2010-10-28,9.039435997512695e-07,9.757475418751093e-07,1106263.7096774196,1024855.2592592591,64898.0,55841.5
731,in the open,25.0,23.0,2010-10-29,7.51629028141562e-07,8.580956417732748e-07,1330443.5600000003,1165371.2608695652,82708.5,66690.0
732,in the open,22.0,19.0,2010-10-30,7.12197149897073e-07,7.748653579680159e-07,1404105.5909090908,1290546.7894736843,92928.5,78480.0
733,in the open,10.0,8.0,2010-10-31,4.0072017429724705e-07,4.0267857763054057e-07,2495507.0,2483370.25,191925.5,186077.5
734,in the open,14.0,12.0,2010-11-01,5.78876203643852e-07,6.182176054876292e-07,1727485.0714285714,1617553.4166666665,119118.5,105601.5
735,in the open,18.0,18.0,2010-11-02,5.581157911669617e-07,7.032595533317273e-07,1791742.8888888892,1421950.1111111112,122506.0,87263.0
736,in the open,22.0,18.0,2010-11-03,7.942923881985625e-07,8.195092742043429e-07,1258982.2272727273,1220242.4444444445,78024.0,70817.0
737,in the open,13.0,11.0,2010-11-04,5.479806596549028e-07,5.820982971402251e-07,1824881.9230769232,1717922.9090909092,125283.5,111284.5
738,in the open,16.0,14.0,2010-11-05,6.323863466364891e-07,6.901340846724523e-07,1581311.8125000002,1448993.7857142857,105735.0,90903.0
739,in the open,25.0,20.0,2010-11-06,8.870006576577677e-07,8.898293792207666e-07,1127394.88,1123810.95,70100.0,66334.0
740,in the open,10.0,8.0,2010-11-07,3.703934719483985e-07,3.735037381888197e-07,2699831.6000000006,2677349.375,209363.5,201024.0
741,in the open,19.0,18.0,2010-11-08,8.993672005042137e-07,1.064018757468451e-06,1111892.894736842,939833.0555555556,68429.0,52240.0
742,in the open,25.0,18.0,2010-11-09,9.873730001352309e-07,8.949804573558966e-07,1012788.4799999997,1117342.8333333333,59195.0,63508.5
743,in the open,15.0,15.0,2010-11-10,5.748000529275889e-07,7.220831463338563e-07,1739735.4,1384882.0666666667,116908.0,83347.5
744,in the open,17.0,17.0,2010-11-11,6.439686652423596e-07,8.096542795277104e-07,1552870.588235294,1235095.0588235296,102421.5,73270.5
745,in the open,18.0,16.0,2010-11-12,5.904758024492346e-07,6.578095624049337e-07,1693549.5,1520196.8125,112320.5,93000.0
746,in the open,23.0,20.0,2010-11-13,7.140375529734371e-07,7.795495770339394e-07,1400486.5652173914,1282792.05,91064.5,77050.0
747,in the open,22.0,16.0,2010-11-14,8.177022729670081e-07,7.538080379776028e-07,1222939.0000000002,1326597.6875,79544.0,83015.0
748,in the open,17.0,14.0,2010-11-15,6.857513139801942e-07,7.082951992257323e-07,1458254.5882352942,1411840.714285714,95567.5,89371.0
749,in the open,19.0,19.0,2010-11-16,7.468292773428349e-07,9.436141384984188e-07,1338994.105263158,1059755.2105263157,86179.0,60426.5
750,in the open,13.0,12.0,2010-11-17,5.438271787505135e-07,6.316518532902246e-07,1838819.4615384615,1583150.583333333,126900.0,100968.5
751,in the open,19.0,16.0,2010-11-18,6.726732850637146e-07,7.056528082335568e-07,1486605.7894736843,1417127.5000000002,94768.5,86199.0
752,in the open,39.0,27.0,2010-11-19,1.0282288091731509e-06,8.836371605164212e-07,972546.1794871795,1131686.2222222222,54597.0,62876.0
753,in the open,27.0,24.0,2010-11-20,7.639717703942264e-07,8.507435942109025e-07,1308948.888888889,1175442.2916666667,84979.5,70124.5
754,in the open,29.0,24.0,2010-11-21,7.847902454577626e-07,8.179192196396309e-07,1274225.8275862068,1222614.625,83369.5,74185.5
755,in the open,17.0,16.0,2010-11-22,4.276161126153696e-07,5.008619364368012e-07,2338546.117647059,1996558.1875000002,168024.0,133300.0
756,in the open,32.0,25.0,2010-11-23,7.687164498810207e-07,7.489843173469322e-07,1300869.78125,1335141.44,82513.0,79120.5
757,in the open,15.0,14.0,2010-11-24,3.961300314257876e-07,4.549874571332754e-07,2524423.6000000006,2197862.785714286,182680.5,147096.0
758,in the open,22.0,19.0,2010-11-25,5.350529741357338e-07,5.626029470859788e-07,1868973.8181818181,1777452.4736842103,126578.0,113272.5
759,in the open,33.0,31.0,2010-11-26,7.788204085215131e-07,8.920044718773865e-07,1283993.0606060605,1121070.612903226,78303.5,62078.5
760,in the open,23.0,22.0,2010-11-27,5.708259494101283e-07,6.767226837197502e-07,1751847.4782608696,1477710.1818181819,120057.0,90447.0
761,in the open,26.0,25.0,2010-11-28,7.107596046448906e-07,8.548656318780352e-07,1406945.4615384615,1169774.48,93390.0,68962.0
762,in the open,23.0,22.0,2010-11-29,7.450745068027894e-07,8.808121087642807e-07,1342147.652173913,1135315.9090909092,84834.0,64681.0
763,in the open,29.0,28.0,2010-11-30,9.42660803793215e-07,1.128990967951293e-06,1060826.9655172415,885746.6785714286,61794.0,46976.0
764,in the open,39.0,29.0,2010-12-01,1.1077693402679694e-06,1.0251112669908659e-06,902715.0,975503.8620689654,51057.5,52913.0
765,in the open,36.0,26.0,2010-12-02,1.1932026822798566e-06,1.0765373771500054e-06,838080.5833333331,928904.1153846155,45951.5,49650.5
766,in the open,26.0,22.0,2010-12-03,8.581327934753919e-07,9.086028541941458e-07,1165320.8076923077,1100590.8636363638,70719.5,62179.0
767,in the open,19.0,19.0,2010-12-05,7.205724105870141e-07,9.093585824880129e-07,1387785.578947368,1099676.2105263157,91524.0,64251.0
768,in the open,36.0,24.0,2010-12-06,1.403678472005524e-06,1.1689555791035162e-06,712413.8611111111,855464.5000000001,37517.0,45174.5
769,in the open,29.0,28.0,2010-12-07,6.108179910246825e-07,7.339241195328585e-07,1637148.8965517243,1362538.6785714284,107883.5,82156.0
770,in the open,43.0,33.0,2010-12-08,9.57475783878744e-07,9.221538664025395e-07,1044412.8372093025,1084417.7272727273,62195.5,61114.5
771,in the open,21.0,18.0,2010-12-10,5.008665468275876e-07,5.344285873214597e-07,1996539.8095238095,1871157.388888889,135770.5,118767.5
772,in the open,49.0,43.0,2010-12-11,1.1809393022504486e-06,1.2688037452725995e-06,846783.5714285714,788143.9534883721,47152.5,40601.0
773,in the open,55.0,31.0,2010-12-12,1.258918723863846e-06,8.782720841019749e-07,794332.4545454544,1138599.322580645,44808.0,67091.0
774,in the open,95.0,52.0,2010-12-13,2.0510855456611907e-06,1.3955796570969531e-06,487546.70526315796,716548.1346153847,22607.0,36565.0
775,in the open,64.0,46.0,2010-12-14,1.3736020513888135e-06,1.2321019777593808e-06,728012.890625,811621.1304347826,38411.5,42409.5
776,in the open,35.0,26.0,2010-12-15,7.424048904034326e-07,6.830363149917592e-07,1346973.8857142855,1464051.0,83649.0,88024.5
777,in the open,42.0,34.0,2010-12-16,9.005384061833883e-07,9.008702035219469e-07,1110446.8095238095,1110037.8235294116,66519.5,62581.0
778,in the open,33.0,23.0,2010-12-17,7.42540689373426e-07,6.406545863166597e-07,1346727.5454545454,1560903.5217391306,84936.0,95966.0
779,in the open,29.0,22.0,2010-12-18,7.645480241218592e-07,7.287922048120758e-07,1307962.3103448276,1372133.2272727273,86151.5,85054.5
780,in the open,32.0,30.0,2010-12-19,7.46919650842139e-07,8.773351004811892e-07,1338832.09375,1139815.3333333333,87658.5,67026.5
781,in the open,31.0,24.0,2010-12-20,6.467753751417143e-07,6.266584581371523e-07,1546131.8387096773,1595765.5833333333,102981.5,100663.0
782,in the open,40.0,36.0,2010-12-21,8.416208616266103e-07,9.437498110861923e-07,1188183.475,1059602.8611111112,73629.5,60071.0
783,in the open,30.0,29.0,2010-12-22,6.31113159283684e-07,7.600075833032519e-07,1584501.9000000001,1315776.3448275863,104038.5,77743.0
784,in the open,26.0,22.0,2010-12-23,5.942684091896386e-07,6.303116108756373e-07,1682741.3076923077,1586516.8636363635,115571.0,100683.5
785,in the open,30.0,28.0,2010-12-24,7.031730355079881e-07,8.192158308075885e-07,1422125.0666666667,1220679.5357142857,93629.5,74425.0
786,in the open,25.0,22.0,2010-12-25,7.368027863641501e-07,8.141405857963553e-07,1357215.2799999998,1228289.0909090908,93240.5,78436.5
787,in the open,36.0,33.0,2010-12-26,9.182899013669918e-07,1.0791366553585137e-06,1088980.7222222222,926666.6969696968,69545.5,52835.5
788,in the open,26.0,23.0,2010-12-27,5.896775627211108e-07,6.65144469089493e-07,1695842.038461538,1503432.7826086956,117463.0,95083.0
789,in the open,40.0,34.0,2010-12-28,8.957628535923092e-07,9.646679031439378e-07,1116366.9,1036626.1764705883,68227.0,58579.0
790,in the open,32.0,26.0,2010-12-29,6.582600549326243e-07,6.874220354349667e-07,1519156.4375000002,1454710.423076923,101172.5,89630.0
791,in the open,41.0,35.0,2010-12-30,8.580359799181073e-07,9.248990677466635e-07,1165452.2926829269,1081199.057142857,73367.5,62758.5
792,in the open,31.0,26.0,2010-12-31,6.533403087597782e-07,6.960777358197587e-07,1530595.9032258063,1436621.1538461538,101297.5,89713.0
793,in the open,25.0,20.0,2011-01-01,6.177730896213552e-07,6.270224412899294e-07,1618717.32,1594839.25,112625.5,104364.0
794,in the open,28.0,26.0,2011-01-02,6.4094373287736e-07,7.57098864706957e-07,1560199.3571428568,1320831.4615384615,108021.5,81672.5
795,in the open,55.0,47.0,2011-01-03,1.1406586640128723e-06,1.2363185894099425e-06,876686.4545454547,808852.9999999999,52278.5,43653.0
796,in the open,41.0,31.0,2011-01-04,8.411908250208805e-07,8.059859274857061e-07,1188790.9024390245,1240716.4516129033,74381.5,72610.5
797,in the open,38.0,32.0,2011-01-05,7.661056938366253e-07,8.141058285169009e-07,1305302.9210526315,1228341.53125,81045.5,70619.0
798,in the open,48.0,38.0,2011-01-06,9.694201072311934e-07,9.656452638593919e-07,1031544.5208333334,1035576.9736842106,61087.5,57840.5
799,in the open,32.0,31.0,2011-01-07,6.510040119546307e-07,7.957541025359451e-07,1536088.8437500002,1256669.612903226,101297.5,74442.5
800,in the open,31.0,28.0,2011-01-08,6.659850131029328e-07,7.77713205978537e-07,1501535.2903225808,1285821.0357142857,103827.5,77602.5
801,in the open,30.0,26.0,2011-01-09,6.298188225385956e-07,6.937491017950332e-07,1587758.2,1441443.3076923075,109256.0,89187.0
802,in the open,39.0,33.0,2011-01-10,7.674613394302036e-07,8.18229356631216e-07,1302997.2307692308,1222151.212121212,81527.0,70444.0
803,in the open,75.0,71.0,2011-01-11,1.3945051810329894e-06,1.6832877103093148e-06,717100.2399999999,594075.5070422534,38193.0,28008.5
804,in the open,38.0,30.0,2011-01-12,7.481735164806974e-07,7.49770157958078e-07,1336588.342105263,1333742.0666666667,85260.5,78465.5
805,in the open,44.0,42.0,2011-01-13,8.768825597365782e-07,1.0582207615304302e-06,1140403.5681818181,944982.4047619047,70004.5,51026.0
806,in the open,26.0,24.0,2011-01-14,5.427738574892125e-07,6.345768554273692e-07,1842387.923076923,1575853.25,123984.5,96515.5
807,in the open,29.0,25.0,2011-01-15,6.46986598565006e-07,7.134268502761033e-07,1545627.0689655172,1401685.4,105898.0,86433.0
808,in the open,30.0,28.0,2011-01-16,6.355934223284181e-07,7.576555410001508e-07,1573332.8333333333,1319861.0,109474.0,81551.5
809,in the open,25.0,23.0,2011-01-17,5.091854716838597e-07,5.944573315327307e-07,1963920.9200000004,1682206.5217391304,139271.5,107788.5
810,in the open,28.0,24.0,2011-01-18,5.60488218867927e-07,6.072994663001682e-07,1784158.8214285716,1646634.0833333333,121138.5,103584.5
811,in the open,45.0,40.0,2011-01-19,8.96064270667802e-07,1.005659297413228e-06,1115991.3777777778,994372.55,68812.5,54887.5
812,in the open,41.0,38.0,2011-01-20,8.148884978130776e-07,9.497759241151031e-07,1227161.7560975612,1052879.9210526317,75607.0,58615.5
813,in the open,42.0,30.0,2011-01-21,8.745234211739361e-07,7.843373478856149e-07,1143479.9523809524,1274961.5999999999,69379.0,74191.5
814,in the open,33.0,31.0,2011-01-22,7.326379459567177e-07,8.743928223293301e-07,1364930.6666666667,1143650.7419354839,90087.5,67530.5
815,in the open,37.0,33.0,2011-01-23,7.48284481985405e-07,8.50518642402143e-07,1336390.1351351351,1175753.1818181819,89788.0,70432.5
816,in the open,36.0,31.0,2011-01-24,7.093734718913127e-07,7.719634624214785e-07,1409694.6666666665,1295398.0967741937,91874.5,76337.0
817,in the open,40.0,38.0,2011-01-25,7.525803770423926e-07,9.125379447685929e-07,1328761.725,1095844.8421052631,83857.5,61125.5
818,in the open,37.0,34.0,2011-01-26,7.134746121050649e-07,8.301326227202756e-07,1401591.5675675676,1204626.7941176472,88520.5,68649.0
819,in the open,46.0,41.0,2011-01-27,8.702736596333608e-07,9.847971105380232e-07,1149063.847826087,1015437.5853658536,69522.5,55136.5
820,in the open,32.0,26.0,2011-01-28,6.315241501841e-07,6.568863033394836e-07,1583470.7187500002,1522333.4615384617,104863.0,92275.0
821,in the open,41.0,37.0,2011-01-29,8.841744610778748e-07,1.0289604248750014e-06,1130998.5121951217,971854.6756756757,71134.0,53828.0
822,in the open,37.0,35.0,2011-01-30,7.441985598993555e-07,9.064368150089359e-07,1343727.4054054052,1103220.8571428575,89350.5,63799.5
823,in the open,37.0,35.0,2011-01-31,7.04453904096864e-07,8.504732239561591e-07,1419539.2972972973,1175815.9714285713,92936.0,67466.5
824,in the open,43.0,34.0,2011-02-01,7.791043912370905e-07,7.8771432548393e-07,1283525.0465116277,1269495.7647058824,81398.5,74382.5
825,in the open,51.0,44.0,2011-02-02,9.083745561721992e-07,1.0109971211856971e-06,1100867.4705882354,989122.5000000003,67608.0,54817.5
826,in the open,30.0,25.0,2011-02-04,5.769328182118153e-07,6.121453756138718e-07,1733304.0666666664,1633598.8799999997,116471.5,100790.5
827,in the open,27.0,27.0,2011-02-05,5.591194589164922e-07,7.156010382151894e-07,1788526.555555556,1397426.7037037034,124931.0,85582.0
828,in the open,31.0,27.0,2011-02-06,5.488622589970165e-07,6.196636915312308e-07,1821950.741935484,1613778.5925925926,131368.0,103444.5
829,in the open,33.0,27.0,2011-02-07,6.425598587832568e-07,6.677341509960591e-07,1556275.2424242424,1497602.0,103383.5,91810.0
830,in the open,29.0,26.0,2011-02-08,5.359868006781528e-07,6.133289400109569e-07,1865717.5862068962,1630446.4615384615,127270.5,100306.5
831,in the open,39.0,35.0,2011-02-09,7.271155076119207e-07,8.27616023904199e-07,1375297.3076923075,1208289.8000000003,90146.0,71781.5
832,in the open,22.0,20.0,2011-02-10,3.943440240416495e-07,4.597018994078006e-07,2535856.8636363633,2175322.7499999995,188138.5,145493.0
833,in the open,24.0,23.0,2011-02-11,4.4581612158029784e-07,5.508031224406365e-07,2243077.2499999995,1815530.7391304346,161085.5,115321.5
834,in the open,30.0,27.0,2011-02-12,6.215204951976975e-07,7.188754870381425e-07,1608957.4000000001,1391061.4814814816,110988.5,85158.5
835,in the open,21.0,18.0,2011-02-13,3.647505803398847e-07,4.113173230198104e-07,2741599.4761904757,2431212.9444444445,210214.5,170129.0
836,in the open,33.0,27.0,2011-02-14,6.000870562658535e-07,6.351555192403427e-07,1666424.878787879,1574417.5555555555,114878.5,99687.5
837,in the open,44.0,40.0,2011-02-15,8.076447689022695e-07,9.404459321881115e-07,1238168.1136363638,1063325.35,76688.0,58882.0
838,in the open,48.0,43.0,2011-02-16,8.561409123754582e-07,9.761561156033086e-07,1168032.0208333333,1024426.3023255812,70468.0,55808.5
839,in the open,28.0,25.0,2011-02-17,5.026691552619712e-07,5.733980199694806e-07,1989380.0714285716,1743989.28,137582.0,108769.0
840,in the open,27.0,24.0,2011-02-18,5.013847597120039e-07,5.669436154731386e-07,1994476.259259259,1763843.8333333333,138565.0,108943.5
841,in the open,31.0,29.0,2011-02-19,6.249594406363023e-07,7.388129202380628e-07,1600103.8387096773,1353522.6206896552,111800.5,81215.5
842,in the open,38.0,33.0,2011-02-20,7.132823726865109e-07,7.906825394509256e-07,1401969.3157894735,1264730.0909090908,95836.0,74871.5
843,in the open,45.0,42.0,2011-02-21,7.444790303666875e-07,8.96469166540663e-07,1343221.1777777777,1115487.3333333333,87661.5,63813.5
844,in the open,42.0,38.0,2011-02-22,6.748180076085089e-07,7.855260946290625e-07,1481881.0238095236,1273032.1842105263,97402.0,73632.5
845,in the open,52.0,46.0,2011-02-23,8.653823815203317e-07,9.785427486078794e-07,1155558.5384615385,1021927.7608695652,70940.5,55938.5
846,in the open,46.0,36.0,2011-02-24,7.569515343514563e-07,7.563056034304007e-07,1321088.5434782607,1322216.833333333,84170.5,77263.5
847,in the open,42.0,38.0,2011-02-25,6.973827573806882e-07,8.090249888445034e-07,1433932.7857142857,1236055.7631578948,92664.5,70251.0
848,in the open,27.0,23.0,2011-02-26,5.670483181871928e-07,6.203150537005393e-07,1763518.148148148,1612084.043478261,126038.0,101641.0
849,in the open,39.0,34.0,2011-02-27,7.030650789125653e-07,7.952110333379128e-07,1422343.4358974358,1257527.8235294118,97914.0,75222.5
850,in the open,59.0,52.0,2011-02-28,1.0347480314883296e-06,1.1694658055620063e-06,966418.8474576272,855091.2692307692,57407.0,44710.0
851,in the open,44.0,34.0,2011-03-01,7.5177538591706e-07,7.487016412508885e-07,1330184.5454545454,1335645.5294117646,84918.5,78778.0
852,in the open,35.0,30.0,2011-03-02,5.961479609942774e-07,6.562186306987692e-07,1677435.9142857143,1523882.366666667,113203.5,92754.5
853,in the open,37.0,34.0,2011-03-03,6.459373048712875e-07,7.597720371041378e-07,1548137.8648648644,1316184.2647058824,102642.0,76904.0
854,in the open,38.0,31.0,2011-03-04,6.775205095710202e-07,7.118990481220792e-07,1475970.0789473685,1404693.5483870967,97388.5,83225.0
855,in the open,29.0,25.0,2011-03-05,5.630259499631072e-07,6.314538689860522e-07,1776117.0689655172,1583646.9600000002,126154.5,98146.5
856,in the open,34.0,31.0,2011-03-06,6.020866303848083e-07,7.11224711286932e-07,1660890.5588235294,1406025.387096774,117781.0,87084.0
857,in the open,47.0,43.0,2011-03-07,7.937748192908291e-07,9.370052462487921e-07,1259803.1276595744,1067229.8837209302,81437.5,59821.5
858,in the open,35.0,31.0,2011-03-08,5.798724227653009e-07,6.598149074451024e-07,1724517.2571428572,1515576.548387097,116859.0,91732.0
859,in the open,45.0,41.0,2011-03-09,7.48395116565533e-07,8.763054653803984e-07,1336192.5777777778,1141154.5853658537,86760.0,65394.0
860,in the open,73.0,35.0,2011-03-10,1.1963565207985762e-06,7.395259929969423e-07,835871.2328767123,1352217.5142857144,46876.5,78907.5
861,in the open,42.0,37.0,2011-03-11,6.813364128225112e-07,8.091274120689533e-07,1467703.738095238,1235899.2972972973,102423.0,73402.0
862,in the open,42.0,39.0,2011-03-12,7.608064678983689e-07,9.362344181185463e-07,1314394.7142857143,1068108.564102564,89763.0,61689.5
